compound_ID,SMILES,enzyme_uniprot,enzyme,enzyme_type,rep1,rep2,both_less_05
BRD-K46982791,Oc1ccc(c2cccnc12)Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.782949173,0.924499458,0
BRD-K51677086,CCOC(=O)CCC(=O)O[C@H]1[C@@H](O[C@H](C)C[C@@H]1N(C)C)O[C@@H]1[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]1(C)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.804732354,0.857357728,0
BRD-K74501079,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.762960149,1.030238875,0
BRD-K00003346,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O)O)N(C)C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.67827592,0.693091035,0
BRD-A41020680,CN(C)[C@@H]1[C@H]2C[C@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@@]2(O)C(=C(C(=O)N)C1=O)O)O)N(C)C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.003838135,0.000883125,1
BRD-K66412701,C[C@H]1COc2c3c(cc(c2C2(N)CC2)F)C(=O)C(=CN13)C(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.79937099,0.921885788,0
BRD-A20863183,CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@H](CC1(C)C)Oc1ccc2c(c1C)OC(=O)[C@@H](C2)NC(=O)c1[nH]cc(c1C)CC(=O)NC1=Cc2ccc(c(c2OC1=O)C)O[C@@H]1OC(C)(C)[C@H](OC)[C@@H](OC(=O)c2ccc([nH]2)C)[C@H]1O ,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.781260554,0.649521649,0
BRD-A48237631,CO[C@]12[C@@H]3N[C@@H]3CN2C2=C([C@@H]1COC(=O)N)C(=O)C(=C(C)C2=O)N ,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.794853934,0.844757866,0
BRD-K37908742,CN1C(=O)[C@@]23CC4=CC=C[C@H](O)[C@H]4N3C(=O)[C@@]1(CO)SS2,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.754770348,0.921762501,0
BRD-K73629461,CC(=O)ON1C=C(F)C(=O)NC1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.654656366,0.838273005,0
BRD-K00003569,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)[C@H]3C(=O)[C@]2(O)C(=O)[C@@H](C(=O)N)C1=O)O)CNCC(C)(C)C)N(C)C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.215740097,0.362497557,1
BRD-K00004533,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(c1C)N)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCCNCCCCN ,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.77393617,0.725712595,0
BRD-K00003362,COC1=C(OC)C(=O)C(=C(C)C1=O)CCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.000876611,0.000883125,1
BRD-K00003351,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3[C@H](C(=O)c4c(cccc4C3=C)O)C(=O)[C@]2(O)C(=O)[C@@H](C(=O)N)C1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.607966059,0.629894467,0
BRD-K47079459,CCCCCCCCCCCCCCCC[N+](C)(C)C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.219197359,0.226471041,1
BRD-K00003142,N[C@@H]1CC[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc21,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.918228639,0.89103955,0
BRD-K36990484,CCN1C=C(C(=O)O)C(=O)c2cc(c(cc21)N1CCN(CC1)C(=S)Nc1cc(ccc1Cl)C(F)(F)F)F,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.118037016,1.223915475,0
BRD-K00004708,NCCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.848615333,0.955247066,0
BRD-K60663764,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.806231003,0.932537726,0
BRD-K97348307,OC(=O)C1=C(O)C2=C(CCCC2)NC1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.763065687,0.509345103,0
BRD-K00004694,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2[C@@H](CC2=O)S(=O)(=O)C1(C)C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.838736913,0.897721669,0
BRD-M15413738,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)CO)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]1NC(=N)N.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)CO)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]1NC(=N)N ,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.846715637,0.114779305,0
BRD-K00003370,OC[C@H]1CN(C(=O)O1)c1ccc(c(c1)F)OCC1(O)CCN(CC1)c1cc2c(cc1F)C(=O)C(=CN2C1CC1)C(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.753313914,0.847568794,0
BRD-K00003489,CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@H]1C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.682666329,0.84904823,0
BRD-K00003215,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCN)OS(=O)(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.131827658,0.148625231,1
BRD-K00004538,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.807687437,0.920504981,0
BRD-K00003300,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N ,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.073982616,0.118784887,1
BRD-K00003124,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCNCCCN)OS(=O)(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.149913134,0.14306069,1
BRD-A40787240,CO/N=C/1\CN(C[C@@H]1CN)c1nc2c(cc1F)C(=O)C(=CN2C1CC1)C(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.754495947,0.858837163,0
BRD-K87700323,CCCCCCCCCCCCCCCC[n+]1ccccc1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.167894371,1.066889031,0
BRD-K01824995,O=C1OC(=O)[C@H]2[C@H]3CC[C@@H](O3)[C@H]21,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.760891591,1.014560198,0
BRD-K03063480,Cn1cc(cn1)-c1[nH]c2cc(cc3c2c1C=NNC3=O)NC(=O)[C@H](N)C1CCCCC1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.170448228,0.212184227,1
BRD-K00003344,NC(=O)[C@@H]1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C1=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.680998818,0.748150705,0
BRD-K38684403,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.763466734,1.003894703,0
BRD-K15262564,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C/C(=C/C(=O)OCCCCCCCCC(=O)O)C)[C@H](O)[C@@H]1O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.856319656,1.014600144,0
BRD-K01825158,N[C@H]1CCN(C1)c1nc2c(cc1F)C(=O)C(=CN2c1ccc(cc1F)F)C(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.841269841,1.016058161,0
BRD-K00002625,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c1ccc(cc1)O)[C@H](O)CCN ,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.417665302,0.398970483,1
BRD-K00003352,CN(C)[C@H]1[C@@H]2C[C@H]3[C@@H](C(=O)c4c(cccc4[C@@]3(C)O)O)C(=O)[C@]2(O)C(=O)[C@@H](C(=O)N)C1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.739699426,0.732074169,0
BRD-A69651145,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=C(C(=O)N)C1=O)O)O)N(C)C,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.341126701,0.267511566,1
BRD-K85882401,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.717346336,0.901370944,0
BRD-K24844714,FC1=CNC(=O)NC1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.734148092,0.641729954,0
CEFPIRAMIDE ,Cc1cc(O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.811212428,0.91194891,0
GEMIFLOXACIN MESYLATE ,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.888466734,0.871017852,0
POLYMYXIN B SULFATE ,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O.O=S(=O)(O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.859718001,0.925239175,0
PRAXADINE HYDROCHLORIDE ,Cl.N=C(N)n1cccn1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.778263256,0.794777591,0
CHLORHEXIDINE DIHYDROCHLORIDE ,Cl.Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.025279568,0.040926524,1
TOTAROL ,CCOC(=O)c1c(C)cc(O)c(C=O)c1O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.833607734,0.827251208,0
CEFOTAXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.26988739,0.945359503,0
CHLORAMPHENICOL ,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.840509963,0.87959858,0
GATIFLOXACIN ,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.768490375,0.757347865,0
CEFAZOLIN SODIUM ,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.925426376,0.995980866,0
PATULIN ,O=C1C=C2C(=CCOC2O)O1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.438215103,0.681502121,0
CEPHALOTHIN SODIUM ,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.531872678,0.712373015,0
AZITHROMYCIN ,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.824172577,0.86228918,0
RUFLOXACIN HYDROCHLORIDE ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.828140831,0.860563172,0
CEFEPIME HYDROCHLORIDE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.[Cl-],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.880593549,0.912959858,0
PRULIFLOXACIN ,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.825776765,0.857554986,0
GENETICIN ,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)O)C(O)C(O)C3N)C2O)OCC1(C)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.843549477,0.914858467,0
CLINAFOXACIN HYDROCHLORIDE ,Cl.NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.759730665,0.858763192,0
TELENZEPINE HYDROCHLORIDE ,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.77598362,0.905340763,0
CEFONICID SODIUM ,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12.[Na+].[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.766696217,0.862733011,0
TRIMETHOPRIM ,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.834409828,0.939293816,0
OLOPATADINE HYDROCHLORIDE ,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.795339412,0.803629549,0
FLEROXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.274183434,0.83489496,0
HETACILLIN POTASSIUM ,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)[O-].[K+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.902144546,0.902875037,0
TOBRAMYCIN ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.837934819,0.780895552,0
CEFTIOFUR HYDROCHLORIDE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.795951537,0.868182266,0
OFLOXACIN ,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.430777776,0.897253181,0
CEFOTETAN ,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.821597433,0.920751553,0
ZIDOVUDINE [AZT] ,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.893131543,0.880215011,0
PIROCTONE OLAMINE ,CC(N)O.Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.830737082,0.937888352,0
ENROFLOXACIN ,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.794473995,0.822245784,0
CEFORANIDE ,NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.141239496,0.816821186,0
FLUMEQUINE ,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,1.199845914,0.882409508,0
PEFLOXACIN MESYLATE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.799244343,0.924918631,0
NORFLOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.79628926,0.902628464,0
SARAFLOXACIN HYDROCHLORIDE ,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.165236275,0.290529094,1
CEFTEZOLE ,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.806653158,0.790758457,0
FURAZOLIDONE ,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.872255995,1.009626907,0
CEFMETAZOLE SODIUM ,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.817396994,0.861475491,0
MOXIFLOXACIN HYDROCHLORIDE ,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,"P0A7Z4,P0A8V2,P0A8T7,P0AGB6,P0A800","rpoA, rpoB, rpoC, rpoE, rpoZ",RNA polymerase,0.809566025,0.927063813,0
